theta1,theta2
1.230730260956579,0.10061439996563469
0.6878382759651644,0.5846023411383213
0.7082732437182016,0.7761672716458571
0.12651356319916998,1.0010738731440434
0.2734140756927889,0.8756082385033278
0.1620454224037422,0.8989850857202354
0.1620454224037422,0.8989850857202354
0.49854070119896277,0.7089231533702293
-0.040597269683232524,0.9497056978440532
0.4616804380022824,0.7005331054713754
0.3843031237437641,0.7622662503389517
1.2513506959196268,0.2620084341566136
0.751983391869315,0.15162328683401333
1.305542393277995,0.2870041088894455
0.8447639187326944,-0.045887442044487275
1.2108031773951229,0.4222587585740154
0.7691378376592487,0.09309411011848434
1.2866543081050716,0.10473632894125363
0.9136316280404526,-0.09742785553464176
1.1972219662195236,-0.06339531080152981
0.8281918217421709,-0.3483874722888689
0.978555383359692,-0.516309574712377
0.8025300363737219,-0.4390499869398009
1.1369342426934934,-0.27801620375785424
0.9210966788701702,0.5947698775253857
0.7326139200391975,0.42113290867202796
1.097294699749587,0.37255100400871766
0.7737455856433677,0.038588425077026325
0.7737455856433677,0.038588425077026325
1.2913620146153104,0.3157114250472356
0.8153315589039163,-0.05439032769762119
1.3495484980097212,-0.15825087381831124
0.7196572337538875,-0.2235231093534706
1.1713402948835046,-0.35403285739811813
0.8937815661584547,0.6196297329154459
0.7972522223117962,0.49092447470003575
0.947043056169112,0.338770330764223
0.655636148763904,0.6266418142979444
0.7987274834619447,0.3190416121011379
0.9209084154302843,0.5684278030528462
0.5817165507837594,0.8580398513651026
0.8673930383353987,0.5500411570034567
0.42297810815443876,0.9197532561649854
0.786548799439786,0.7533151837626337
0.2985107004036679,0.982466253272015
0.5166853232123462,0.9963438709365552
0.053057121636631566,1.2109332066154925
-0.4213939268423951,1.3437077384345015
-0.16489813530324307,1.1460826771983974
-0.16489813530324307,1.1460826771983974
0.22922665202985815,0.9454338233356522
-0.0716891917520393,1.0963131402803306
-0.0716891917520393,1.0963131402803306
0.09733420110993368,1.011641475403883
0.34554606806053756,0.7883874147697357
0.1213336751280726,0.9058878837401091
0.5227086963921379,0.7903700209180713
0.5541900200628311,0.7623397211132034
0.20017156064968084,0.9161139268008482
0.20329276570912058,0.9397936008329167
-0.02290896528595068,1.0528027693213213
0.5318324683836422,0.7840179403775286
0.5318324683836422,0.7840179403775286
0.27670317895052643,0.9265059233701285
-0.2539324446749218,1.163881044182558
-0.010543684739460124,0.9916609455031483
0.5349997128355373,0.5195977872513086
0.24850771762632584,0.9255728053691882
0.8152857998483913,0.6203266703861915
0.36353371486624003,0.7644904910776429
0.5891073241917325,0.7478824211440791
0.49839889912169233,0.6341825895340562
0.6753716634129419,0.5510405161479084
0.6753716634129419,0.5510405161479084
0.5277243637803444,0.7001616834659334
0.6345864037716694,0.6857374441329066
0.5835497231376655,0.637173495471462
0.6495939201010188,0.6710802981694564
0.8285808085250499,0.5159141153586189
1.166883994093154,0.047254325211376506
1.166883994093154,0.047254325211376506
0.9514037039702383,-0.3787797034410343
0.9135792434709342,-0.4875777163816054
0.7944752432947658,-0.540608748666803
0.852774493462539,-0.605031144100603
0.3215440706447012,-0.9474114188533198
0.24800972992854817,-1.0208603127846108
0.07011872960774464,-1.110625738795994
0.9316626072537142,-0.432493672015948
1.1886125689641127,0.4262689553641661
0.7868381189633233,-0.3616000270869477
0.9821797224957838,-0.4616623763394842
0.9548471834775487,-0.14387888769763146
0.9727162024176097,-0.4993837082169782
0.8278730579760502,-0.4210470860804827
1.0233982752155624,-0.01721735596750769
1.146435948439176,0.22940495180943324
0.8512161953523684,-0.6439446939917255
0.8512161953523684,-0.6439446939917255
0.3765497329955029,-0.6165274491925204
1.2125379765379378,-0.3578710802070174
0.6862444340229561,-0.34157192080408605
1.2826974957767705,-0.0016033362809027233
0.6624999496994732,0.6514876945345494
0.63601250741508,0.7693865929115433
0.5127729631352712,0.5188471711709155
1.022767280950162,0.3358396697802642
0.8665841790252876,0.48324115567486875
0.35822990161784934,0.7298729789131069
0.3072100304534449,0.9094904178375625
0.4924922457999948,0.6520716265945299
0.4830534499978239,0.6605023169928363
0.8715278838455499,0.10055775378357551
1.0948307823381687,0.399129383887106
0.6901834454529424,0.63678237386944
0.8009573834512361,0.475417723191647
0.9817143592736142,0.4208920217607268
1.0771247806293167,0.02052544937189893
0.9582721798059889,0.44865065382285857
0.12367874738519238,0.9687111454250383
0.605355367443414,0.7127694759933806
0.8372486148930472,0.7094276485816974
0.4916569145113254,0.6878101355593076
0.4916569145113254,0.6878101355593076
0.7171219358207084,0.6439842698459385
1.0644068127467374,0.3155243156116088
0.9826304744726728,0.16364016060131803
1.0257663346725978,0.3952022095233073
0.781616727457395,0.4191164048676501
1.301367963068098,-0.03472917979320986
0.819113023688125,0.0761918229391629
1.2238482793034309,-0.3983258234332155
0.8502023586139674,0.04482291379519823
1.2966426336375874,-0.13673682376894497
0.8653739785189629,0.06397143173337716
1.1147784401601428,0.4738707251783225
0.9485796950219096,-0.5928408537530008
